YearStart,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1,latitude,longitude,total_individuals
2019,LA,Louisiana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,Asian,"(31.31266064400046, -92.44568007099969)",FV,FV1,Q019,22,Race/Ethnicity,Asian,RACE,RACEASN,31.31266064400046,-92.44568007099969,
2019,TN,Tennessee,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.1,17.7,27.2,564.0,25 - 34,,,,,"(35.68094058000048, -85.77449091399967)",FV,FV1,Q019,47,Age (years),25 - 34,AGEYR,AGEYR2534,35.68094058000048,-85.77449091399967,124.644
2019,LA,Louisiana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18.7,15.8,22.0,1105.0,,,,"$75,000 or greater",,"(31.31266064400046, -92.44568007099969)",FV,FV1,Q019,22,Income,"$75,000 or greater",INC,INC75PLUS,31.31266064400046,-92.44568007099969,206.635
2019,US,National,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.3,18.8,19.8,132145.0,65 or older,,,,,,FV,FV1,Q019,59,Age (years),65 or older,AGEYR,AGEYR65PLUS,,,25503.985
2019,TN,Tennessee,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,25.4,12.5,44.9,63.0,,,,,American Indian/Alaska Native,"(35.68094058000048, -85.77449091399967)",FV,FV1,Q019,47,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,35.68094058000048,-85.77449091399967,16.002
2019,TN,Tennessee,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,Asian,"(35.68094058000048, -85.77449091399967)",FV,FV1,Q019,47,Race/Ethnicity,Asian,RACE,RACEASN,35.68094058000048,-85.77449091399967,
2019,MS,Mississippi,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,20.4,15.2,26.9,244.0,18 - 24,,,,,"(32.745510099000455, -89.53803082499968)",FV,FV1,Q019,28,Age (years),18 - 24,AGEYR,AGEYR1824,32.745510099000455,-89.53803082499968,49.775999999999996
2019,KS,Kansas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,26.5,16.5,39.7,91.0,,,,,Asian,"(38.34774030000045, -98.20078122699965)",FV,FV1,Q019,20,Race/Ethnicity,Asian,RACE,RACEASN,38.34774030000045,-98.20078122699965,24.115000000000002
2019,ID,Idaho,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18.8,15.8,22.2,1266.0,,High school graduate,,,,"(43.682630005000476, -114.3637300419997)",FV,FV1,Q019,16,Education,High school graduate,EDU,EDUHSGRAD,43.682630005000476,-114.3637300419997,238.008
2019,AK,Alaska,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.0,16.6,21.8,2577.0,,,,,,"(64.84507995700051, -147.72205903599973)",FV,FV1,Q019,2,Total,Total,OVR,OVERALL,64.84507995700051,-147.72205903599973,489.63
2019,DC,District of Columbia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,10.8,6.1,18.4,157.0,,,,"$35,000 - $49,999",,"(38.89037138500049, -77.03196112699965)",FV,FV1,Q019,11,Income,"$35,000 - $49,999",INC,INC3550,38.89037138500049,-77.03196112699965,16.956000000000003
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,32.7,26.9,39.0,336.0,,Less than high school,,,,"(35.466220975000454, -79.15925046299964)",FV,FV1,Q019,37,Education,Less than high school,EDU,EDUHS,35.466220975000454,-79.15925046299964,109.872
2019,AR,Arkansas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.7,17.9,21.7,3516.0,,,,,Non-Hispanic White,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,5,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,34.74865012400045,-92.27449074299966,692.6519999999999
2019,MS,Mississippi,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,15.6,12.7,19.0,855.0,,,,"$75,000 or greater",,"(32.745510099000455, -89.53803082499968)",FV,FV1,Q019,28,Income,"$75,000 or greater",INC,INC75PLUS,32.745510099000455,-89.53803082499968,133.38
2019,MT,Montana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.4,14.5,20.7,829.0,,,,"$35,000 - $49,999",,"(47.06652897200047, -109.42442064499971)",FV,FV1,Q019,30,Income,"$35,000 - $49,999",INC,INC3550,47.06652897200047,-109.42442064499971,144.24599999999998
2019,RI,Rhode Island,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,12.5,10.7,14.6,2300.0,,College graduate,,,,"(41.70828019300046, -71.52247031399963)",FV,FV1,Q019,44,Education,College graduate,EDU,EDUCOGRAD,41.70828019300046,-71.52247031399963,287.5
2019,NH,New Hampshire,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21.5,16.6,27.5,491.0,,,,"$15,000 - $24,999",,"(43.65595011300047, -71.50036091999965)",FV,FV1,Q019,33,Income,"$15,000 - $24,999",INC,INC1525,43.65595011300047,-71.50036091999965,105.565
2019,PA,Pennsylvania,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,24.4,20.6,28.7,755.0,,,,Data not reported,,"(40.79373015200048, -77.86070029399963)",FV,FV1,Q019,42,Income,Data not reported,INC,INCNR,40.79373015200048,-77.86070029399963,184.22
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,13.8,12.2,15.6,2414.0,,,,,Non-Hispanic White,"(35.466220975000454, -79.15925046299964)",FV,FV1,Q019,37,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.466220975000454,-79.15925046299964,333.132
2019,SC,South Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,26.4,21.5,31.9,374.0,18 - 24,,,,,"(33.998821303000454, -81.04537120699968)",FV,FV1,Q019,45,Age (years),18 - 24,AGEYR,AGEYR1824,33.998821303000454,-81.04537120699968,98.736
2019,AL,Alabama,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,Hawaiian/Pacific Islander,"(32.84057112200048, -86.63186076199969)",FV,FV1,Q019,1,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,32.84057112200048,-86.63186076199969,
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,34.4,28.8,40.4,347.0,,,,,Hispanic,"(35.466220975000454, -79.15925046299964)",FV,FV1,Q019,37,Race/Ethnicity,Hispanic,RACE,RACEHIS,35.466220975000454,-79.15925046299964,119.368
2019,OH,Ohio,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.5,13.7,19.8,1078.0,35 - 44,,,,,"(40.06021014100048, -82.40426005599966)",FV,FV1,Q019,39,Age (years),35 - 44,AGEYR,AGEYR3544,40.06021014100048,-82.40426005599966,177.87
2019,GA,Georgia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,11.7,8.5,16.0,683.0,,,,"$50,000 - $74,999",,"(32.83968109300048, -83.62758034599966)",FV,FV1,Q019,13,Income,"$50,000 - $74,999",INC,INC5075,32.83968109300048,-83.62758034599966,79.911
2019,DC,District of Columbia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18.8,15.8,22.3,942.0,,,Male,,,"(38.89037138500049, -77.03196112699965)",FV,FV1,Q019,11,Gender,Male,GEN,MALE,38.89037138500049,-77.03196112699965,177.096
2019,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.1,15.7,18.6,3781.0,,,,,,"(35.466220975000454, -79.15925046299964)",FV,FV1,Q019,37,Total,Total,OVR,OVERALL,35.466220975000454,-79.15925046299964,646.551
2019,CT,Connecticut,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,12.5,11.1,13.9,3835.0,,College graduate,,,,"(41.56266102000046, -72.64984095199964)",FV,FV1,Q019,9,Education,College graduate,EDU,EDUCOGRAD,41.56266102000046,-72.64984095199964,479.375
2019,MO,Missouri,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18.6,16.1,21.5,1295.0,55 - 64,,,,,"(38.635790776000476, -92.56630005299968)",FV,FV1,Q019,29,Age (years),55 - 64,AGEYR,AGEYR5564,38.635790776000476,-92.56630005299968,240.87000000000003
2019,AK,Alaska,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,37.2,24.1,52.4,156.0,,,,"$25,000 - $34,999",,"(64.84507995700051, -147.72205903599973)",FV,FV1,Q019,2,Income,"$25,000 - $34,999",INC,INC2535,64.84507995700051,-147.72205903599973,58.03200000000001
2019,CO,Colorado,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,25.2,21.2,29.6,524.0,18 - 24,,,,,"(38.843840757000464, -106.13361092099967)",FV,FV1,Q019,8,Age (years),18 - 24,AGEYR,AGEYR1824,38.843840757000464,-106.13361092099967,132.048
2019,US,National,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,34.1,33.1,35.2,25994.0,,,,,Hispanic,,FV,FV1,Q019,59,Race/Ethnicity,Hispanic,RACE,RACEHIS,,,8863.954000000002
2019,ID,Idaho,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,15.3,6.7,31.4,52.0,,,,,American Indian/Alaska Native,"(43.682630005000476, -114.3637300419997)",FV,FV1,Q019,16,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,43.682630005000476,-114.3637300419997,7.9559999999999995
2019,VT,Vermont,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,10.1,8.5,11.9,3019.0,,,Female,,,"(43.62538123900049, -72.51764079099962)",FV,FV1,Q019,50,Gender,Female,GEN,FEMALE,43.62538123900049,-72.51764079099962,304.919
2019,UT,Utah,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,15.6,14.2,17.0,4223.0,,,,"$75,000 or greater",,"(39.360700171000474, -111.58713063499971)",FV,FV1,Q019,49,Income,"$75,000 or greater",INC,INC75PLUS,39.360700171000474,-111.58713063499971,658.788
2019,GA,Georgia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,24.5,21.5,27.8,1583.0,,High school graduate,,,,"(32.83968109300048, -83.62758034599966)",FV,FV1,Q019,13,Education,High school graduate,EDU,EDUHSGRAD,32.83968109300048,-83.62758034599966,387.835
2019,CO,Colorado,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,34.0,30.9,37.1,1169.0,,,,,Hispanic,"(38.843840757000464, -106.13361092099967)",FV,FV1,Q019,8,Race/Ethnicity,Hispanic,RACE,RACEHIS,38.843840757000464,-106.13361092099967,397.46000000000004
2019,MA,Massachusetts,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,12.6,11.4,13.8,5335.0,,,,,Non-Hispanic White,"(42.27687047000046, -72.08269067499964)",FV,FV1,Q019,25,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,42.27687047000046,-72.08269067499964,672.21
2019,CA,California,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,13.8,12.5,15.3,4281.0,,College graduate,,,,"(37.63864012300047, -120.99999953799971)",FV,FV1,Q019,6,Education,College graduate,EDU,EDUCOGRAD,37.63864012300047,-120.99999953799971,590.778
2019,GA,Georgia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.8,18.7,27.4,992.0,,,,"$15,000 - $24,999",,"(32.83968109300048, -83.62758034599966)",FV,FV1,Q019,13,Income,"$15,000 - $24,999",INC,INC1525,32.83968109300048,-83.62758034599966,226.17600000000002
2019,AL,Alabama,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,35.9,30.7,41.4,618.0,,,,"Less than $15,000",,"(32.84057112200048, -86.63186076199969)",FV,FV1,Q019,1,Income,"Less than $15,000",INC,INCLESS15,32.84057112200048,-86.63186076199969,221.862
2019,ME,Maine,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,Hawaiian/Pacific Islander,"(45.254228894000505, -68.98503133599962)",FV,FV1,Q019,23,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,45.254228894000505,-68.98503133599962,
2019,IN,Indiana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,24.2,21.0,27.7,1003.0,,,,"$15,000 - $24,999",,"(39.766910452000445, -86.14996019399968)",FV,FV1,Q019,18,Income,"$15,000 - $24,999",INC,INC1525,39.766910452000445,-86.14996019399968,242.726
2019,MI,Michigan,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21.5,18.5,24.9,990.0,25 - 34,,,,,"(44.6613195430005, -84.71439026999968)",FV,FV1,Q019,26,Age (years),25 - 34,AGEYR,AGEYR2534,44.6613195430005,-84.71439026999968,212.85
2019,KS,Kansas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,31.9,26.8,37.4,553.0,,,,"Less than $15,000",,"(38.34774030000045, -98.20078122699965)",FV,FV1,Q019,20,Income,"Less than $15,000",INC,INCLESS15,38.34774030000045,-98.20078122699965,176.407
2019,MT,Montana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.9,15.8,18.1,5877.0,,,,,,"(47.06652897200047, -109.42442064499971)",FV,FV1,Q019,30,Total,Total,OVR,OVERALL,47.06652897200047,-109.42442064499971,993.2129999999999
2019,MD,Maryland,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,26.9,22.3,32.2,934.0,,,,"$25,000 - $34,999",,"(39.29058096400047, -76.60926011099963)",FV,FV1,Q019,24,Income,"$25,000 - $34,999",INC,INC2535,39.29058096400047,-76.60926011099963,251.24599999999995
2019,ID,Idaho,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.9,17.0,30.2,454.0,,,,"$25,000 - $34,999",,"(43.682630005000476, -114.3637300419997)",FV,FV1,Q019,16,Income,"$25,000 - $34,999",INC,INC2535,43.682630005000476,-114.3637300419997,103.966
2019,IL,Illinois,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,43.9,37.9,50.1,333.0,,Less than high school,,,,"(40.48501028300046, -88.99771017799969)",FV,FV1,Q019,17,Education,Less than high school,EDU,EDUHS,40.48501028300046,-88.99771017799969,146.187
2019,SD,South Dakota,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,Hawaiian/Pacific Islander,"(44.353130053000484, -100.3735306369997)",FV,FV1,Q019,46,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,44.353130053000484,-100.3735306369997,
2019,HI,Hawaii,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.9,19.2,27.1,848.0,,,,"$35,000 - $49,999",,"(21.304850435000446, -157.85774940299973)",FV,FV1,Q019,15,Income,"$35,000 - $49,999",INC,INC3550,21.304850435000446,-157.85774940299973,194.19199999999998
2019,ND,North Dakota,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,29.9,21.0,40.6,168.0,,,,,American Indian/Alaska Native,"(47.47531977900047, -100.11842104899966)",FV,FV1,Q019,38,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,47.47531977900047,-100.11842104899966,50.232
2019,WV,West Virginia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.8,18.3,21.4,4776.0,,,,,,"(38.66551020200046, -80.71264013499967)",FV,FV1,Q019,54,Total,Total,OVR,OVERALL,38.66551020200046,-80.71264013499967,945.648
2019,CA,California,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,23.7,19.4,28.6,498.0,,,,,Non-Hispanic Black,"(37.63864012300047, -120.99999953799971)",FV,FV1,Q019,6,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,37.63864012300047,-120.99999953799971,118.026
2019,VT,Vermont,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,11.1,7.7,15.7,619.0,,,,"$35,000 - $49,999",,"(43.62538123900049, -72.51764079099962)",FV,FV1,Q019,50,Income,"$35,000 - $49,999",INC,INC3550,43.62538123900049,-72.51764079099962,68.709
2019,FL,Florida,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,13.8,11.4,16.7,3081.0,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",FV,FV1,Q019,12,Income,"$75,000 or greater",INC,INC75PLUS,28.932040377000476,-81.92896053899966,425.17800000000005
2019,SC,South Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,25.0,21.2,29.3,998.0,,,,Data not reported,,"(33.998821303000454, -81.04537120699968)",FV,FV1,Q019,45,Income,Data not reported,INC,INCNR,33.998821303000454,-81.04537120699968,249.5
2019,TX,Texas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.2,17.5,27.8,1267.0,,,,"$50,000 - $74,999",,"(31.827240407000488, -99.42677020599967)",FV,FV1,Q019,48,Income,"$50,000 - $74,999",INC,INC5075,31.827240407000488,-99.42677020599967,281.274
2019,CT,Connecticut,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,23.3,18.9,28.3,704.0,,,,"$35,000 - $49,999",,"(41.56266102000046, -72.64984095199964)",FV,FV1,Q019,9,Income,"$35,000 - $49,999",INC,INC3550,41.56266102000046,-72.64984095199964,164.032
2019,NE,Nebraska,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,23.3,13.4,37.4,112.0,,,,,2 or more races,"(41.6410409880005, -99.36572062299967)",FV,FV1,Q019,31,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,41.6410409880005,-99.36572062299967,26.096
2019,DE,Delaware,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,25.0,19.2,31.9,358.0,25 - 34,,,,,"(39.008830667000495, -75.57774116799965)",FV,FV1,Q019,10,Age (years),25 - 34,AGEYR,AGEYR2534,39.008830667000495,-75.57774116799965,89.5
2019,HI,Hawaii,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,American Indian/Alaska Native,"(21.304850435000446, -157.85774940299973)",FV,FV1,Q019,15,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,21.304850435000446,-157.85774940299973,
2019,UT,Utah,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,20.2,17.9,22.7,1734.0,55 - 64,,,,,"(39.360700171000474, -111.58713063499971)",FV,FV1,Q019,49,Age (years),55 - 64,AGEYR,AGEYR5564,39.360700171000474,-111.58713063499971,350.268
2019,IN,Indiana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,American Indian/Alaska Native,"(39.766910452000445, -86.14996019399968)",FV,FV1,Q019,18,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,39.766910452000445,-86.14996019399968,
2019,MA,Massachusetts,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,33.4,27.7,39.6,340.0,,Less than high school,,,,"(42.27687047000046, -72.08269067499964)",FV,FV1,Q019,25,Education,Less than high school,EDU,EDUHS,42.27687047000046,-72.08269067499964,113.55999999999999
2019,NY,New York,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.4,14.5,20.8,1402.0,,,,"$50,000 - $74,999",,"(42.82700103200045, -75.54397042699964)",FV,FV1,Q019,36,Income,"$50,000 - $74,999",INC,INC5075,42.82700103200045,-75.54397042699964,243.94799999999998
2019,NY,New York,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,26.4,22.1,31.2,914.0,,,,"$25,000 - $34,999",,"(42.82700103200045, -75.54397042699964)",FV,FV1,Q019,36,Income,"$25,000 - $34,999",INC,INC2535,42.82700103200045,-75.54397042699964,241.29600000000002
2019,DE,Delaware,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,25.8,20.5,31.9,395.0,,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",FV,FV1,Q019,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,39.008830667000495,-75.57774116799965,101.91
2019,OR,Oregon,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.6,18.6,27.1,663.0,,,,"$15,000 - $24,999",,"(44.56744942400047, -120.15503132599969)",FV,FV1,Q019,41,Income,"$15,000 - $24,999",INC,INC1525,44.56744942400047,-120.15503132599969,149.838
2019,AZ,Arizona,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.7,19.2,26.6,1474.0,55 - 64,,,,,"(34.865970280000454, -111.76381127699972)",FV,FV1,Q019,4,Age (years),55 - 64,AGEYR,AGEYR5564,34.865970280000454,-111.76381127699972,334.59799999999996
2019,SD,South Dakota,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.6,14.8,18.6,4920.0,,,,,Non-Hispanic White,"(44.353130053000484, -100.3735306369997)",FV,FV1,Q019,46,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,44.353130053000484,-100.3735306369997,816.72
2019,OR,Oregon,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,25.8,20.5,32.0,330.0,,,,"Less than $15,000",,"(44.56744942400047, -120.15503132599969)",FV,FV1,Q019,41,Income,"Less than $15,000",INC,INCLESS15,44.56744942400047,-120.15503132599969,85.14
2019,SD,South Dakota,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,14.7,11.9,18.1,1557.0,,,,"$75,000 or greater",,"(44.353130053000484, -100.3735306369997)",FV,FV1,Q019,46,Income,"$75,000 or greater",INC,INC75PLUS,44.353130053000484,-100.3735306369997,228.879
2019,AL,Alabama,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,23.0,20.9,25.2,2470.0,,,Male,,,"(32.84057112200048, -86.63186076199969)",FV,FV1,Q019,1,Gender,Male,GEN,MALE,32.84057112200048,-86.63186076199969,568.1
2019,SC,South Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,15.6,13.7,17.6,2568.0,65 or older,,,,,"(33.998821303000454, -81.04537120699968)",FV,FV1,Q019,45,Age (years),65 or older,AGEYR,AGEYR65PLUS,33.998821303000454,-81.04537120699968,400.608
2019,TX,Texas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21.3,19.1,23.6,5751.0,,,Female,,,"(31.827240407000488, -99.42677020599967)",FV,FV1,Q019,48,Gender,Female,GEN,FEMALE,31.827240407000488,-99.42677020599967,1224.963
2019,MN,Minnesota,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.7,16.6,18.8,6957.0,,,Female,,,"(46.35564873600049, -94.79420050299967)",FV,FV1,Q019,27,Gender,Female,GEN,FEMALE,46.35564873600049,-94.79420050299967,1231.389
2019,SD,South Dakota,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,23.1,16.4,31.4,313.0,18 - 24,,,,,"(44.353130053000484, -100.3735306369997)",FV,FV1,Q019,46,Age (years),18 - 24,AGEYR,AGEYR1824,44.353130053000484,-100.3735306369997,72.303
2019,IA,Iowa,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21.6,19.2,24.3,1122.0,35 - 44,,,,,"(42.46940091300047, -93.81649055599968)",FV,FV1,Q019,19,Age (years),35 - 44,AGEYR,AGEYR3544,42.46940091300047,-93.81649055599968,242.35200000000003
2019,NH,New Hampshire,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.1,12.5,20.4,710.0,,,,"$50,000 - $74,999",,"(43.65595011300047, -71.50036091999965)",FV,FV1,Q019,33,Income,"$50,000 - $74,999",INC,INC5075,43.65595011300047,-71.50036091999965,114.31
2019,IN,Indiana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,32.6,27.7,37.9,497.0,,Less than high school,,,,"(39.766910452000445, -86.14996019399968)",FV,FV1,Q019,18,Education,Less than high school,EDU,EDUHS,39.766910452000445,-86.14996019399968,162.02200000000002
2019,AR,Arkansas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,American Indian/Alaska Native,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,5,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,34.74865012400045,-92.27449074299966,
2019,DE,Delaware,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.2,15.0,19.7,2297.0,,,,,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",FV,FV1,Q019,10,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,39.008830667000495,-75.57774116799965,395.08399999999995
2019,AL,Alabama,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,14.5,12.8,16.5,2057.0,,College graduate,,,,"(32.84057112200048, -86.63186076199969)",FV,FV1,Q019,1,Education,College graduate,EDU,EDUCOGRAD,32.84057112200048,-86.63186076199969,298.265
